"resp.id";"ques";"alt";"Price";"Brands";"Type";"Alcohol";"Age";"Sweetness";"label";"choice"
71;1278;4;"Luxury";"Mezzacorona";"sparkling";"12 Perc";"5 years";"dry";"No designation";1
72;1279;1;"Luxury";"Mezzacorona";"sparkling";"7 Perc";"5 years";"sweet";"DOCG";0
72;1279;2;"Cheap";"Cavit";"red";"18 Perc";"5 years";"semi-dry";"No designation";1
72;1279;3;"Premium";"Toblino";"sparkling";"5.5 Perc";"4 years";"semi-dry";"DOC";0
72;1279;4;"Luxury";"Cavit";"red";"12 Perc";"4 years";"sweet";"DOCG";0
72;1280;1;"Popular";"Toblino";"sparkling";"18 Perc";"5+ years";"sweet";"IGT";0
72;1280;2;"Cheap";"La-Vis";"white";"12 Perc";"5+ years";"semi-sweet";"DOCG";1
72;1280;3;"Premium";"Toblino";"red";"5.5 Perc";"4 years";"semi-sweet";"No designation";0
72;1280;4;"Cheap";"La-Vis";"sparkling";"7 Perc";"1 year";"sweet";"IGT";0
72;1281;1;"Popular";"Toblino";"rose";"12 Perc";"5+ years";"sweet";"DOCG";0
72;1281;2;"Premium";"La-Vis";"sparkling";"12 Perc";"1 year";"semi-dry";"DOCG";0
72;1281;3;"Cheap";"Mezzacorona";"sparkling";"18 Perc";"5+ years";"dry";"DOCG";0
72;1281;4;"Popular";"Toblino";"rose";"7 Perc";"5 years";"semi-sweet";"IGT";1
72;1282;1;"Popular";"Cavit";"sparkling";"18 Perc";"5 years";"dry";"DOC";0
72;1282;2;"Popular";"La-Vis";"sparkling";"7 Perc";"1 year";"dry";"DOCG";0
72;1282;3;"Cheap";"La-Vis";"rose";"7 Perc";"4 years";"dry";"No designation";1
72;1282;4;"Premium";"Cavit";"white";"5.5 Perc";"4 years";"dry";"No designation";0
72;1283;1;"Premium";"Cavit";"red";"7 Perc";"4 years";"semi-sweet";"DOCG";0
72;1283;2;"Cheap";"La-Vis";"red";"5.5 Perc";"5 years";"semi-sweet";"DOCG";1
72;1283;3;"Popular";"Mezzacorona";"rose";"5.5 Perc";"2 years";"semi-dry";"DOC";0
72;1283;4;"Luxury";"La-Vis";"red";"7 Perc";"5 years";"semi-dry";"IGT";0
72;1284;1;"Popular";"Cavit";"rose";"5.5 Perc";"3 years";"semi-sweet";"No designation";0
72;1284;2;"Luxury";"La-Vis";"rose";"7 Perc";"5 years";"dry";"DOC";0
72;1284;3;"Premium";"Toblino";"rose";"5.5 Perc";"2 years";"dry";"IGT";1
72;1284;4;"Luxury";"Toblino";"white";"7 Perc";"3 years";"sweet";"DOC";0
72;1285;1;"Premium";"La-Vis";"red";"5.5 Perc";"2 years";"sweet";"DOC";0
72;1285;2;"Cheap";"Toblino";"rose";"5.5 Perc";"4 years";"sweet";"No designation";0
72;1285;3;"Cheap";"Cavit";"white";"18 Perc";"4 years";"dry";"DOC";1
72;1285;4;"Luxury";"Toblino";"rose";"5.5 Perc";"5+ years";"dry";"IGT";0
72;1286;1;"Popular";"Cavit";"red";"5.5 Perc";"1 year";"sweet";"IGT";1
72;1286;2;"Luxury";"Toblino";"rose";"18 Perc";"5+ years";"sweet";"DOC";0
72;1286;3;"Luxury";"La-Vis";"white";"5.5 Perc";"4 years";"sweet";"IGT";0
72;1286;4;"Luxury";"Cavit";"rose";"18 Perc";"2 years";"sweet";"No designation";0
72;1287;1;"Popular";"Cavit";"sparkling";"5.5 Perc";"5+ years";"semi-sweet";"DOCG";0
72;1287;2;"Luxury";"Mezzacorona";"rose";"18 Perc";"3 years";"sweet";"IGT";0
72;1287;3;"Premium";"Cavit";"rose";"5.5 Perc";"2 years";"semi-sweet";"DOCG";1
72;1287;4;"Popular";"Mezzacorona";"white";"5.5 Perc";"1 year";"sweet";"No designation";0
72;1288;1;"Popular";"Mezzacorona";"white";"7 Perc";"1 year";"semi-dry";"IGT";0
72;1288;2;"Cheap";"Toblino";"white";"7 Perc";"2 years";"semi-sweet";"DOC";0
72;1288;3;"Cheap";"Cavit";"sparkling";"5.5 Perc";"5 years";"semi-sweet";"No designation";1
72;1288;4;"Popular";"La-Vis";"rose";"5.5 Perc";"5+ years";"semi-dry";"No designation";0
72;1289;1;"Luxury";"Mezzacorona";"sparkling";"5.5 Perc";"2 years";"sweet";"DOC";0
72;1289;2;"Cheap";"Mezzacorona";"white";"7 Perc";"3 years";"dry";"DOC";0
72;1289;3;"Popular";"Mezzacorona";"sparkling";"5.5 Perc";"5 years";"semi-dry";"No designation";0
72;1289;4;"Cheap";"Mezzacorona";"sparkling";"7 Perc";"1 year";"semi-sweet";"DOC";1
72;1290;1;"Cheap";"La-Vis";"rose";"18 Perc";"5 years";"semi-dry";"IGT";0
72;1290;2;"Popular";"Mezzacorona";"red";"18 Perc";"1 year";"semi-sweet";"IGT";1
72;1290;3;"Luxury";"Mezzacorona";"rose";"7 Perc";"4 years";"semi-dry";"DOCG";0
72;1290;4;"Luxury";"La-Vis";"rose";"18 Perc";"1 year";"sweet";"No designation";0
72;1291;1;"Premium";"La-Vis";"sparkling";"12 Perc";"5 years";"sweet";"DOC";0
72;1291;2;"Premium";"Cavit";"white";"18 Perc";"3 years";"semi-sweet";"No designation";1
72;1291;3;"Premium";"Toblino";"white";"5.5 Perc";"5+ years";"sweet";"DOCG";0
72;1291;4;"Luxury";"Toblino";"white";"5.5 Perc";"3 years";"sweet";"IGT";0
72;1292;1;"Luxury";"Toblino";"rose";"18 Perc";"1 year";"sweet";"DOCG";0
72;1292;2;"Premium";"Cavit";"rose";"18 Perc";"5 years";"semi-dry";"DOCG";0
72;1292;3;"Luxury";"Mezzacorona";"red";"5.5 Perc";"4 years";"semi-sweet";"DOCG";0
72;1292;4;"Luxury";"Mezzacorona";"rose";"5.5 Perc";"5+ years";"sweet";"IGT";1
72;1293;1;"Premium";"La-Vis";"rose";"12 Perc";"5+ years";"sweet";"DOCG";0
72;1293;2;"Luxury";"Mezzacorona";"red";"5.5 Perc";"4 years";"semi-sweet";"No designation";0
72;1293;3;"Premium";"La-Vis";"white";"7 Perc";"5+ years";"dry";"IGT";0
72;1293;4;"Popular";"Mezzacorona";"rose";"7 Perc";"4 years";"dry";"DOCG";1
72;1294;1;"Premium";"La-Vis";"sparkling";"5.5 Perc";"4 years";"sweet";"DOC";0
72;1294;2;"Premium";"Cavit";"white";"18 Perc";"4 years";"semi-dry";"DOCG";0
72;1294;3;"Luxury";"Toblino";"white";"18 Perc";"2 years";"semi-dry";"IGT";0
72;1294;4;"Popular";"Mezzacorona";"sparkling";"7 Perc";"5 years";"semi-sweet";"DOC";1
72;1295;1;"Popular";"Mezzacorona";"white";"7 Perc";"5+ years";"sweet";"No designation";0
72;1295;2;"Cheap";"La-Vis";"rose";"18 Perc";"1 year";"semi-dry";"No designation";0
72;1295;3;"Premium";"La-Vis";"rose";"7 Perc";"5+ years";"semi-sweet";"IGT";1
72;1295;4;"Popular";"La-Vis";"sparkling";"12 Perc";"3 years";"sweet";"DOC";0
72;1296;1;"Premium";"Cavit";"red";"7 Perc";"2 years";"dry";"DOC";0
72;1296;2;"Cheap";"Mezzacorona";"sparkling";"5.5 Perc";"5 years";"semi-dry";"DOC";0
72;1296;3;"Luxury";"Toblino";"red";"5.5 Perc";"5 years";"sweet";"DOCG";0
72;1296;4;"Cheap";"Mezzacorona";"sparkling";"5.5 Perc";"5+ years";"semi-sweet";"IGT";1
73;1297;1;"Luxury";"Mezzacorona";"rose";"18 Perc";"4 years";"semi-sweet";"IGT";1
73;1297;2;"Cheap";"Mezzacorona";"sparkling";"12 Perc";"2 years";"dry";"DOC";0
73;1297;3;"Premium";"Cavit";"red";"7 Perc";"3 years";"dry";"No designation";0
73;1297;4;"Premium";"Cavit";"red";"5.5 Perc";"5+ years";"semi-dry";"DOCG";0
73;1298;1;"Cheap";"Cavit";"red";"7 Perc";"2 years";"sweet";"DOC";0
73;1298;2;"Popular";"La-Vis";"white";"18 Perc";"5 years";"sweet";"IGT";0
73;1298;3;"Cheap";"Toblino";"red";"18 Perc";"5 years";"dry";"DOCG";1
73;1298;4;"Premium";"La-Vis";"rose";"12 Perc";"3 years";"semi-dry";"DOC";0
73;1299;1;"Premium";"La-Vis";"white";"12 Perc";"2 years";"semi-sweet";"IGT";0
73;1299;2;"Premium";"La-Vis";"white";"12 Perc";"3 years";"semi-dry";"IGT";0
73;1299;3;"Cheap";"Mezzacorona";"red";"12 Perc";"1 year";"sweet";"IGT";0
73;1299;4;"Premium";"Toblino";"white";"12 Perc";"5 years";"dry";"DOC";1
73;1300;1;"Cheap";"Toblino";"red";"12 Perc";"1 year";"dry";"IGT";1
73;1300;2;"Popular";"La-Vis";"sparkling";"18 Perc";"5+ years";"sweet";"IGT";0
73;1300;3;"Luxury";"Mezzacorona";"sparkling";"12 Perc";"5 years";"sweet";"IGT";0
73;1300;4;"Cheap";"Toblino";"white";"7 Perc";"3 years";"semi-sweet";"IGT";0
73;1301;1;"Popular";"La-Vis";"rose";"7 Perc";"5 years";"sweet";"DOC";0
73;1301;2;"Luxury";"Cavit";"sparkling";"7 Perc";"5+ years";"semi-dry";"IGT";0
73;1301;3;"Luxury";"Toblino";"rose";"5.5 Perc";"5 years";"semi-sweet";"DOC";0
73;1301;4;"Premium";"Cavit";"rose";"5.5 Perc";"5 years";"dry";"DOCG";1
73;1302;1;"Popular";"La-Vis";"sparkling";"7 Perc";"5+ years";"semi-dry";"DOCG";0
73;1302;2;"Premium";"La-Vis";"red";"12 Perc";"1 year";"dry";"DOC";0
73;1302;3;"Popular";"Cavit";"rose";"12 Perc";"1 year";"semi-sweet";"IGT";1
73;1302;4;"Premium";"Mezzacorona";"sparkling";"12 Perc";"4 years";"semi-dry";"DOC";0
73;1303;1;"Popular";"Mezzacorona";"rose";"18 Perc";"1 year";"dry";"DOC";1
73;1303;2;"Cheap";"Mezzacorona";"sparkling";"12 Perc";"1 year";"sweet";"DOC";0
73;1303;3;"Luxury";"Cavit";"white";"12 Perc";"2 years";"dry";"DOC";0
73;1303;4;"Premium";"Mezzacorona";"white";"7 Perc";"5+ years";"sweet";"No designation";0
73;1304;1;"Luxury";"Toblino";"rose";"12 Perc";"3 years";"dry";"No designation";1
73;1304;2;"Cheap";"Cavit";"white";"7 Perc";"2 years";"sweet";"IGT";0
73;1304;3;"Popular";"Cavit";"rose";"5.5 Perc";"5+ years";"semi-sweet";"No designation";0
73;1304;4;"Luxury";"Toblino";"rose";"18 Perc";"1 year";"dry";"DOC";0
73;1305;1;"Popular";"Mezzacorona";"white";"18 Perc";"5 years";"semi-dry";"DOC";0
73;1305;2;"Premium";"La-Vis";"white";"18 Perc";"3 years";"sweet";"IGT";0
73;1305;3;"Cheap";"Cavit";"rose";"5.5 Perc";"4 years";"sweet";"DOCG";1
73;1305;4;"Luxury";"Cavit";"red";"5.5 Perc";"2 years";"semi-sweet";"DOC";0
73;1306;1;"Luxury";"Mezzacorona";"red";"18 Perc";"4 years";"sweet";"DOC";1
73;1306;2;"Cheap";"Toblino";"red";"7 Perc";"4 years";"semi-dry";"DOC";0
73;1306;3;"Luxury";"Cavit";"red";"7 Perc";"5 years";"semi-dry";"DOC";0
73;1306;4;"Luxury";"La-Vis";"red";"7 Perc";"5 years";"semi-dry";"IGT";0
73;1307;1;"Premium";"La-Vis";"rose";"5.5 Perc";"4 years";"dry";"DOCG";1
73;1307;2;"Popular";"La-Vis";"rose";"5.5 Perc";"3 years";"sweet";"DOC";0
73;1307;3;"Popular";"La-Vis";"sparkling";"7 Perc";"3 years";"semi-dry";"DOCG";0
73;1307;4;"Premium";"La-Vis";"red";"18 Perc";"5 years";"semi-dry";"DOC";0
73;1308;1;"Luxury";"Mezzacorona";"sparkling";"12 Perc";"1 year";"semi-dry";"No designation";0
73;1308;2;"Cheap";"La-Vis";"sparkling";"7 Perc";"1 year";"sweet";"No designation";0
73;1308;3;"Luxury";"Mezzacorona";"red";"18 Perc";"5 years";"semi-sweet";"No designation";1
73;1308;4;"Popular";"Toblino";"sparkling";"12 Perc";"2 years";"sweet";"DOCG";0
73;1309;1;"Luxury";"Mezzacorona";"white";"12 Perc";"1 year";"dry";"DOCG";0
73;1309;2;"Premium";"Cavit";"sparkling";"18 Perc";"2 years";"semi-dry";"No designation";0
73;1309;3;"Cheap";"La-Vis";"red";"12 Perc";"2 years";"semi-sweet";"DOCG";1
73;1309;4;"Luxury";"Cavit";"white";"18 Perc";"4 years";"dry";"DOC";0
73;1310;1;"Premium";"Mezzacorona";"rose";"18 Perc";"3 years";"sweet";"No designation";1
73;1310;2;"Premium";"Cavit";"red";"12 Perc";"3 years";"sweet";"DOC";0
73;1310;3;"Luxury";"Toblino";"white";"12 Perc";"5 years";"semi-sweet";"DOCG";0
73;1310;4;"Luxury";"Toblino";"rose";"12 Perc";"1 year";"dry";"IGT";0
73;1311;1;"Popular";"La-Vis";"white";"5.5 Perc";"5 years";"sweet";"No designation";0
73;1311;2;"Luxury";"Toblino";"rose";"5.5 Perc";"3 years";"semi-dry";"IGT";0
73;1311;3;"Cheap";"Mezzacorona";"red";"12 Perc";"4 years";"dry";"No designation";1
73;1311;4;"Cheap";"Toblino";"red";"12 Perc";"1 year";"semi-sweet";"IGT";0
73;1312;1;"Popular";"La-Vis";"rose";"5.5 Perc";"2 years";"semi-sweet";"DOC";0
73;1312;2;"Cheap";"Cavit";"rose";"12 Perc";"5 years";"semi-sweet";"DOC";1
73;1312;3;"Premium";"Mezzacorona";"sparkling";"5.5 Perc";"2 years";"sweet";"No designation";0
73;1312;4;"Premium";"La-Vis";"white";"18 Perc";"4 years";"semi-dry";"DOCG";0
73;1313;1;"Popular";"Toblino";"sparkling";"18 Perc";"4 years";"dry";"DOCG";0
73;1313;2;"Premium";"Toblino";"white";"5.5 Perc";"5+ years";"semi-sweet";"IGT";1
73;1313;3;"Premium";"Cavit";"sparkling";"7 Perc";"2 years";"semi-sweet";"DOCG";0
73;1313;4;"Premium";"Mezzacorona";"rose";"7 Perc";"3 years";"semi-sweet";"No designation";0
73;1314;1;"Popular";"Toblino";"white";"5.5 Perc";"1 year";"semi-sweet";"DOCG";0
73;1314;2;"Luxury";"Mezzacorona";"red";"7 Perc";"1 year";"dry";"DOC";0
73;1314;3;"Premium";"Mezzacorona";"red";"18 Perc";"5 years";"semi-sweet";"DOCG";0
73;1314;4;"Luxury";"Mezzacorona";"sparkling";"12 Perc";"4 years";"dry";"DOCG";1
74;1315;1;"Popular";"Toblino";"sparkling";"7 Perc";"3 years";"sweet";"IGT";0
74;1315;2;"Premium";"Mezzacorona";"sparkling";"5.5 Perc";"5+ years";"semi-dry";"IGT";0
74;1315;3;"Cheap";"Cavit";"sparkling";"7 Perc";"5 years";"dry";"DOCG";0
74;1315;4;"Cheap";"Mezzacorona";"red";"12 Perc";"4 years";"semi-dry";"DOCG";1
74;1316;1;"Luxury";"Mezzacorona";"white";"18 Perc";"3 years";"sweet";"DOC";0
74;1316;2;"Cheap";"Mezzacorona";"red";"12 Perc";"4 years";"sweet";"DOCG";1
74;1316;3;"Cheap";"Cavit";"rose";"5.5 Perc";"5 years";"dry";"No designation";0
74;1316;4;"Cheap";"Toblino";"sparkling";"7 Perc";"1 year";"semi-dry";"No designation";0
74;1317;1;"Popular";"Mezzacorona";"rose";"18 Perc";"3 years";"dry";"No designation";0
74;1317;2;"Luxury";"La-Vis";"sparkling";"7 Perc";"1 year";"dry";"DOCG";0
74;1317;3;"Luxury";"Cavit";"red";"12 Perc";"5 years";"sweet";"DOC";0
74;1317;4;"Premium";"Mezzacorona";"red";"12 Perc";"4 years";"sweet";"IGT";1
74;1318;1;"Popular";"Toblino";"white";"12 Perc";"2 years";"dry";"DOCG";0
74;1318;2;"Cheap";"Toblino";"red";"7 Perc";"4 years";"sweet";"DOCG";0
74;1318;3;"Cheap";"Mezzacorona";"red";"12 Perc";"2 years";"semi-sweet";"IGT";1
74;1318;4;"Premium";"Toblino";"rose";"12 Perc";"5+ years";"semi-sweet";"No designation";0
74;1319;1;"Premium";"Toblino";"red";"18 Perc";"5 years";"semi-sweet";"No designation";0
74;1319;2;"Cheap";"Toblino";"red";"18 Perc";"5+ years";"semi-dry";"DOC";0
74;1319;3;"Cheap";"Cavit";"sparkling";"12 Perc";"3 years";"sweet";"DOC";0
74;1319;4;"Cheap";"Cavit";"red";"12 Perc";"1 year";"semi-sweet";"IGT";1
74;1320;1;"Cheap";"La-Vis";"rose";"18 Perc";"4 years";"semi-sweet";"DOCG";1
74;1320;2;"Premium";"Toblino";"sparkling";"18 Perc";"5+ years";"sweet";"DOCG";0
74;1320;3;"Luxury";"Mezzacorona";"rose";"12 Perc";"5+ years";"dry";"IGT";0
74;1320;4;"Luxury";"Cavit";"sparkling";"12 Perc";"4 years";"semi-dry";"No designation";0
74;1321;1;"Cheap";"Cavit";"red";"7 Perc";"5+ years";"dry";"DOC";0
74;1321;2;"Luxury";"Mezzacorona";"white";"12 Perc";"5 years";"semi-sweet";"No designation";1
74;1321;3;"Cheap";"Toblino";"rose";"12 Perc";"5+ years";"sweet";"IGT";0
74;1321;4;"Popular";"Cavit";"sparkling";"18 Perc";"5+ years";"semi-sweet";"DOCG";0
74;1322;1;"Popular";"Toblino";"white";"7 Perc";"5 years";"semi-dry";"DOC";0
74;1322;2;"Premium";"Cavit";"white";"7 Perc";"2 years";"semi-dry";"DOCG";0
74;1322;3;"Cheap";"Cavit";"rose";"5.5 Perc";"4 years";"dry";"IGT";1
74;1322;4;"Luxury";"Toblino";"rose";"7 Perc";"2 years";"dry";"DOCG";0
74;1323;1;"Luxury";"Cavit";"red";"7 Perc";"1 year";"semi-sweet";"No designation";0
74;1323;2;"Luxury";"Cavit";"rose";"12 Perc";"1 year";"dry";"DOC";1
74;1323;3;"Luxury";"Cavit";"white";"5.5 Perc";"3 years";"sweet";"DOC";0
74;1323;4;"Premium";"Cavit";"sparkling";"12 Perc";"4 years";"semi-dry";"IGT";0
74;1324;1;"Luxury";"Mezzacorona";"red";"7 Perc";"5 years";"semi-dry";"No designation";0
74;1324;2;"Popular";"La-Vis";"red";"12 Perc";"3 years";"semi-sweet";"DOC";1
74;1324;3;"Popular";"Cavit";"sparkling";"7 Perc";"3 years";"semi-sweet";"DOC";0
74;1324;4;"Popular";"Cavit";"sparkling";"12 Perc";"2 years";"semi-sweet";"IGT";0
74;1325;1;"Popular";"La-Vis";"white";"7 Perc";"3 years";"semi-sweet";"No designation";0
74;1325;2;"Premium";"Mezzacorona";"rose";"12 Perc";"3 years";"semi-dry";"No designation";1
74;1325;3;"Popular";"Mezzacorona";"sparkling";"12 Perc";"4 years";"semi-dry";"DOC";0
74;1325;4;"Popular";"Toblino";"red";"12 Perc";"2 years";"semi-dry";"DOCG";0
74;1326;1;"Luxury";"Mezzacorona";"sparkling";"5.5 Perc";"4 years";"semi-sweet";"DOC";0
74;1326;2;"Cheap";"Toblino";"rose";"7 Perc";"4 years";"semi-sweet";"DOCG";0
74;1326;3;"Popular";"Cavit";"rose";"7 Perc";"5 years";"semi-sweet";"DOC";0
74;1326;4;"Cheap";"Cavit";"rose";"5.5 Perc";"4 years";"semi-dry";"IGT";1
74;1327;1;"Luxury";"Toblino";"red";"12 Perc";"3 years";"semi-dry";"No designation";0
74;1327;2;"Popular";"Toblino";"rose";"7 Perc";"2 years";"semi-dry";"DOC";0
74;1327;3;"Luxury";"La-Vis";"red";"18 Perc";"4 years";"sweet";"IGT";1
74;1327;4;"Luxury";"Cavit";"rose";"5.5 Perc";"1 year";"semi-dry";"No designation";0
74;1328;1;"Cheap";"Toblino";"red";"12 Perc";"5 years";"sweet";"IGT";1
74;1328;2;"Luxury";"Cavit";"white";"12 Perc";"2 years";"dry";"DOCG";0
74;1328;3;"Cheap";"Toblino";"red";"18 Perc";"5 years";"sweet";"DOC";0
74;1328;4;"Popular";"La-Vis";"sparkling";"7 Perc";"5 years";"semi-dry";"DOC";0
74;1329;1;"Premium";"Toblino";"sparkling";"5.5 Perc";"5+ years";"semi-dry";"DOC";0
74;1329;2;"Premium";"Cavit";"sparkling";"5.5 Perc";"2 years";"semi-sweet";"DOCG";1
74;1329;3;"Premium";"Toblino";"red";"5.5 Perc";"5 years";"semi-sweet";"IGT";0
74;1329;4;"Cheap";"Cavit";"white";"7 Perc";"3 years";"semi-dry";"No designation";0
74;1330;1;"Luxury";"La-Vis";"white";"18 Perc";"4 years";"semi-sweet";"DOC";1
74;1330;2;"Luxury";"La-Vis";"white";"12 Perc";"1 year";"dry";"IGT";0
74;1330;3;"Popular";"Toblino";"white";"5.5 Perc";"5+ years";"dry";"DOCG";0
74;1330;4;"Luxury";"La-Vis";"white";"12 Perc";"4 years";"semi-sweet";"No designation";0
74;1331;1;"Cheap";"Cavit";"red";"7 Perc";"5+ years";"sweet";"IGT";0
74;1331;2;"Luxury";"Toblino";"white";"5.5 Perc";"5 years";"semi-dry";"IGT";0
74;1331;3;"Luxury";"Mezzacorona";"red";"5.5 Perc";"1 year";"semi-dry";"DOC";0
74;1331;4;"Luxury";"Toblino";"rose";"12 Perc";"5+ years";"semi-sweet";"DOCG";1
74;1332;1;"Cheap";"Mezzacorona";"rose";"18 Perc";"1 year";"semi-dry";"DOC";1
74;1332;2;"Cheap";"La-Vis";"red";"7 Perc";"2 years";"dry";"DOC";0
74;1332;3;"Premium";"La-Vis";"red";"7 Perc";"1 year";"semi-sweet";"No designation";0
74;1332;4;"Popular";"Cavit";"white";"5.5 Perc";"4 years";"sweet";"DOC";0
75;1333;1;"Popular";"Cavit";"red";"18 Perc";"3 years";"dry";"No designation";0
75;1333;2;"Popular";"Cavit";"rose";"7 Perc";"1 year";"semi-sweet";"IGT";1
75;1333;3;"Cheap";"La-Vis";"sparkling";"7 Perc";"1 year";"semi-sweet";"DOC";0
75;1333;4;"Popular";"Cavit";"rose";"12 Perc";"1 year";"semi-dry";"No designation";0
75;1334;1;"Popular";"Mezzacorona";"white";"7 Perc";"3 years";"sweet";"DOC";0
75;1334;2;"Luxury";"La-Vis";"rose";"18 Perc";"5+ years";"dry";"No designation";0
75;1334;3;"Luxury";"Mezzacorona";"red";"18 Perc";"1 year";"dry";"DOC";1
75;1334;4;"Luxury";"Toblino";"sparkling";"18 Perc";"5 years";"semi-sweet";"DOC";0
75;1335;1;"Premium";"Mezzacorona";"sparkling";"18 Perc";"5+ years";"dry";"DOCG";1
75;1335;2;"Premium";"La-Vis";"sparkling";"7 Perc";"1 year";"dry";"No designation";0
75;1335;3;"Popular";"La-Vis";"white";"18 Perc";"4 years";"sweet";"DOCG";0
75;1335;4;"Popular";"La-Vis";"rose";"18 Perc";"1 year";"semi-sweet";"IGT";0
75;1336;1;"Popular";"La-Vis";"sparkling";"18 Perc";"2 years";"semi-sweet";"DOC";0
75;1336;2;"Premium";"La-Vis";"white";"18 Perc";"5+ years";"sweet";"DOCG";0
75;1336;3;"Luxury";"Toblino";"rose";"18 Perc";"4 years";"semi-dry";"IGT";0
75;1336;4;"Popular";"Mezzacorona";"rose";"7 Perc";"5 years";"semi-dry";"DOC";1
75;1337;1;"Premium";"Mezzacorona";"white";"12 Perc";"5 years";"dry";"No designation";1
75;1337;2;"Cheap";"Toblino";"red";"5.5 Perc";"4 years";"semi-dry";"DOC";0
75;1337;3;"Cheap";"La-Vis";"white";"7 Perc";"5+ years";"semi-dry";"DOCG";0
75;1337;4;"Luxury";"Toblino";"rose";"18 Perc";"5+ years";"dry";"No designation";0
75;1338;1;"Cheap";"Mezzacorona";"rose";"18 Perc";"2 years";"semi-sweet";"DOC";1
75;1338;2;"Cheap";"Toblino";"white";"7 Perc";"2 years";"semi-dry";"DOCG";0
75;1338;3;"Premium";"Toblino";"white";"7 Perc";"4 years";"semi-sweet";"No designation";0
75;1338;4;"Luxury";"Cavit";"rose";"18 Perc";"5+ years";"dry";"IGT";0
75;1339;1;"Luxury";"La-Vis";"red";"12 Perc";"5 years";"dry";"IGT";0
75;1339;2;"Popular";"Cavit";"rose";"12 Perc";"2 years";"semi-sweet";"DOC";1
75;1339;3;"Cheap";"Cavit";"sparkling";"5.5 Perc";"1 year";"sweet";"IGT";0
75;1339;4;"Luxury";"Toblino";"red";"12 Perc";"4 years";"semi-sweet";"DOC";0
75;1340;1;"Luxury";"La-Vis";"red";"7 Perc";"3 years";"sweet";"IGT";0
75;1340;2;"Popular";"Mezzacorona";"rose";"18 Perc";"1 year";"semi-dry";"DOCG";1
75;1340;3;"Popular";"Mezzacorona";"red";"18 Perc";"4 years";"semi-dry";"DOCG";0
75;1340;4;"Luxury";"Mezzacorona";"white";"18 Perc";"5+ years";"semi-dry";"DOC";0
75;1341;1;"Luxury";"Toblino";"rose";"7 Perc";"5 years";"semi-sweet";"No designation";0
75;1341;2;"Cheap";"Toblino";"white";"7 Perc";"1 year";"semi-sweet";"DOC";0
75;1341;3;"Cheap";"Cavit";"red";"7 Perc";"4 years";"dry";"DOCG";1
75;1341;4;"Cheap";"La-Vis";"white";"7 Perc";"1 year";"sweet";"DOCG";0
75;1342;1;"Popular";"Toblino";"sparkling";"5.5 Perc";"2 years";"sweet";"IGT";0
75;1342;2;"Premium";"Cavit";"red";"5.5 Perc";"5+ years";"sweet";"IGT";0
75;1342;3;"Premium";"Toblino";"white";"18 Perc";"2 years";"dry";"DOC";0
75;1342;4;"Popular";"Mezzacorona";"rose";"18 Perc";"5 years";"dry";"DOCG";1
75;1343;1;"Premium";"La-Vis";"sparkling";"18 Perc";"5+ years";"sweet";"DOCG";0
75;1343;2;"Cheap";"Cavit";"sparkling";"5.5 Perc";"1 year";"semi-sweet";"DOC";0
75;1343;3;"Premium";"La-Vis";"sparkling";"7 Perc";"1 year";"sweet";"IGT";0
75;1343;4;"Cheap";"Mezzacorona";"white";"7 Perc";"4 years";"dry";"DOC";1
75;1344;1;"Popular";"La-Vis";"sparkling";"18 Perc";"4 years";"semi-dry";"DOCG";0
75;1344;2;"Cheap";"Mezzacorona";"red";"7 Perc";"4 years";"sweet";"No designation";0
75;1344;3;"Premium";"Toblino";"sparkling";"5.5 Perc";"3 years";"semi-dry";"IGT";0
75;1344;4;"Popular";"Cavit";"red";"7 Perc";"5 years";"semi-sweet";"IGT";1
75;1345;1;"Cheap";"Mezzacorona";"red";"18 Perc";"3 years";"sweet";"DOCG";0
75;1345;2;"Luxury";"La-Vis";"sparkling";"12 Perc";"1 year";"semi-dry";"No designation";0
75;1345;3;"Cheap";"La-Vis";"sparkling";"7 Perc";"5 years";"dry";"No designation";0
75;1345;4;"Premium";"Toblino";"rose";"5.5 Perc";"5+ years";"semi-sweet";"IGT";1
75;1346;1;"Premium";"Mezzacorona";"sparkling";"5.5 Perc";"5+ years";"dry";"DOC";1
75;1346;2;"Popular";"La-Vis";"white";"7 Perc";"3 years";"sweet";"IGT";0
75;1346;3;"Popular";"Cavit";"red";"7 Perc";"2 years";"sweet";"IGT";0
75;1346;4;"Popular";"La-Vis";"white";"7 Perc";"2 years";"semi-sweet";"DOC";0
75;1347;1;"Premium";"La-Vis";"white";"5.5 Perc";"5+ years";"sweet";"No designation";0
75;1347;2;"Cheap";"Cavit";"rose";"7 Perc";"4 years";"semi-sweet";"No designation";0
75;1347;3;"Luxury";"La-Vis";"white";"12 Perc";"2 years";"semi-sweet";"DOCG";0
75;1347;4;"Popular";"Mezzacorona";"white";"5.5 Perc";"5 years";"semi-sweet";"IGT";1
75;1348;1;"Luxury";"Cavit";"rose";"5.5 Perc";"3 years";"semi-dry";"IGT";0
75;1348;2;"Premium";"Toblino";"rose";"5.5 Perc";"3 years";"sweet";"DOCG";0
75;1348;3;"Luxury";"La-Vis";"sparkling";"5.5 Perc";"2 years";"semi-sweet";"DOC";0
75;1348;4;"Cheap";"Toblino";"red";"12 Perc";"5 years";"semi-sweet";"DOCG";1
